Start,Open
2011-07-18,13.48
2011-07-19,13.8502
2011-07-20,13.6894
2011-07-21,13.61
2011-07-22,13.6954
2011-07-23,13.68
2011-07-24,13.98
2011-07-25,14.0478
2011-07-26,13.8821
2011-07-27,13.9394
2011-07-28,13.4901
2011-07-29,13.4983
2011-07-30,13.5303
2011-07-31,13.35
2011-08-01,13.0946
2011-08-02,12.05
2011-08-03,9.26
2011-08-04,10.75
2011-08-05,9.7999
2011-08-06,6.55
2011-08-07,7.9
2011-08-08,7.7999
2011-08-09,9.99
2011-08-10,9.98
2011-08-11,9.4625
2011-08-12,9.4605
2011-08-13,10.131
2011-08-14,10.7957
2011-08-15,11.1498
2011-08-16,10.9641
2011-08-17,10.9456
2011-08-18,10.83
2011-08-19,11.65
2011-08-20,11.453
2011-08-21,11.3113
2011-08-22,10.895
2011-08-23,10.94
2011-08-24,10.8506
2011-08-25,9.657
2011-08-26,8.1794
2011-08-27,8.5902
2011-08-28,9.0701
2011-08-29,8.969
2011-08-30,8.7913
2011-08-31,8.1995
2011-09-01,8.21
2011-09-02,8.64
2011-09-03,8.48
2011-09-04,8.178
2011-09-05,7.611
2011-09-06,6.8628
2011-09-07,7.1864
2011-09-08,6.53
2011-09-09,5.03
2011-09-10,4.7739
2011-09-11,5.8644
2011-09-12,6.078
2011-09-13,5.8
2011-09-14,5.6193
2011-09-15,4.84
2011-09-16,4.82
2011-09-17,4.77
2011-09-18,5.2
2011-09-19,5.46
2011-09-20,6.1119
2011-09-21,5.6114
2011-09-22,5.4278
2011-09-23,5.5451
2011-09-24,5.4683
2011-09-25,5.33
2011-09-26,4.8697
2011-09-27,4.9156
2011-09-28,4.7725
2011-09-29,4.7794
2011-09-30,5.1401
2011-10-01,5.0324
2011-10-02,5.027
2011-10-03,5.024
2011-10-04,4.96
2011-10-05,4.87
2011-10-06,4.7344
2011-10-07,4.2728
2011-10-08,4.0075
2011-10-09,4.1029
2011-10-10,4.1
2011-10-11,3.9308
2011-10-12,4.15
2011-10-13,4.0462
2011-10-14,3.9879
2011-10-15,3.8421
2011-10-16,3.557
2011-10-17,2.56
2011-10-18,2.419
2011-10-19,2.27
2011-10-20,2.348
2011-10-21,2.57
2011-10-22,3.1588
2011-10-23,3.17
2011-10-24,2.545
2011-10-25,2.77
2011-10-26,2.773
2011-10-27,3.04
2011-10-28,3.19
2011-10-29,3.5811
2011-10-30,3.27
2011-10-31,3.248
2011-11-01,3.15
2011-11-02,3.2543
2011-11-03,3.152
2011-11-04,3.109
2011-11-05,2.97
2011-11-06,2.9596
2011-11-07,3.0068
2011-11-08,3.035
2011-11-09,2.95
2011-11-10,2.8399
2011-11-11,3.08
2011-11-12,3.031
2011-11-13,2.9969
2011-11-14,2.22
2011-11-15,2.329
2011-11-16,2.5604
2011-11-17,2.25
2011-11-18,2.05
2011-11-19,2.1959
2011-11-20,2.2
2011-11-21,2.294
2011-11-22,2.3289
2011-11-23,2.3321
2011-11-24,2.4321
2011-11-25,2.5061
2011-11-26,2.47
2011-11-27,2.4799
2011-11-28,2.55
2011-11-29,2.7502
2011-11-30,2.9701
2011-12-01,3.06
2011-12-02,3.1151
2011-12-03,2.794
2011-12-04,2.8281
2011-12-05,2.8798
2011-12-06,3.03
2011-12-07,2.99
2011-12-08,2.98
2011-12-09,2.97
2011-12-10,3.05
2011-12-11,3.2511
2011-12-12,3.135
2011-12-13,3.2499
2011-12-14,3.15
2011-12-15,3.2
2011-12-16,3.2
2011-12-17,3.2001
2011-12-18,3.193
2011-12-19,3.5202
2011-12-20,3.95
2011-12-21,3.89
2011-12-22,3.8901
2011-12-23,3.9468
2011-12-24,3.94
2011-12-25,4.225
2011-12-26,4.018
2011-12-27,4.07
2011-12-28,4.1855
2011-12-29,4.166
2011-12-30,4.248
2011-12-31,4.722
2012-01-01,5.2677
2012-01-02,5.2168
2012-01-03,4.8808
2012-01-04,5.5738
2012-01-05,6.9476
2012-01-06,6.6969
2012-01-07,6.81
2012-01-08,7.1136
2012-01-09,6.3257
2012-01-10,6.36
2012-01-11,6.9
2012-01-12,6.8
2012-01-13,6.41
2012-01-14,6.75
2012-01-15,7.0018
2012-01-16,6.6825
2012-01-17,5.6
2012-01-18,5.92
2012-01-19,6.3598
2012-01-20,6.4898
2012-01-21,6.18
2012-01-22,6.3097
2012-01-23,6.356
2012-01-24,6.2898
2012-01-25,5.75
2012-01-26,5.34
2012-01-27,5.292
2012-01-28,5.6267
2012-01-29,5.3809
2012-01-30,5.4905
2012-01-31,5.4838
2012-02-01,6.0756
2012-02-02,6.1
2012-02-03,5.9593
2012-02-04,5.8734
2012-02-05,5.6888
2012-02-06,5.4535
2012-02-07,5.69
2012-02-08,5.6
2012-02-09,5.83
2012-02-10,5.9126
2012-02-11,5.6005
2012-02-12,5.5147
2012-02-13,5.26
2012-02-14,4.4629
2012-02-15,4.3251
2012-02-16,4.2739
2012-02-17,4.41
2012-02-18,4.222
2012-02-19,4.3867
2012-02-20,4.3615
2012-02-21,4.272
2012-02-22,4.4247
2012-02-23,5.015
2012-02-24,5.0288
2012-02-25,4.773
2012-02-26,4.922
2012-02-27,4.956
2012-02-28,4.868
2012-02-29,4.86
2012-03-01,4.9213
2012-03-02,4.705
2012-03-03,4.6144
2012-03-04,4.82
2012-03-05,4.9843
2012-03-06,4.9901
2012-03-07,4.9375
2012-03-08,4.9302
2012-03-09,4.8611
2012-03-10,4.8332
2012-03-11,4.91
2012-03-12,4.8901
2012-03-13,5.27
2012-03-14,5.38
2012-03-15,5.3266
2012-03-16,5.3439
2012-03-17,5.2159
2012-03-18,5.2794
2012-03-19,4.6939
2012-03-20,4.8379
2012-03-21,4.8149
2012-03-22,4.7043
2012-03-23,4.686
2012-03-24,4.676
2012-03-25,4.55
2012-03-26,4.6191
2012-03-27,4.8113
2012-03-28,4.788
2012-03-29,4.8084
2012-03-30,4.86
2012-03-31,4.9087
2012-04-01,4.827
2012-04-02,4.974
2012-04-03,4.952
2012-04-04,4.9101
2012-04-05,4.919
2012-04-06,4.9499
2012-04-07,4.6872
2012-04-08,4.7925
2012-04-09,4.8719
2012-04-10,4.8367
2012-04-11,4.9279
2012-04-12,4.9197
2012-04-13,4.94
2012-04-14,4.9597
2012-04-15,4.9689
2012-04-16,4.932
2012-04-17,4.9759
2012-04-18,5.1178
2012-04-19,5.1377
2012-04-20,5.35
2012-04-21,5.2601
2012-04-22,5.2035
2012-04-23,4.96
2012-04-24,5.0982
2012-04-25,5.1318
2012-04-26,5.0976
2012-04-27,5.1095
2012-04-28,4.9794
2012-04-29,4.9044
2012-04-30,4.9491
2012-05-01,5.0
2012-05-02,5.0737
2012-05-03,5.1344
2012-05-04,5.067
2012-05-05,5.077
2012-05-06,5.0499
2012-05-07,5.06
2012-05-08,5.05
2012-05-09,5.0437
2012-05-10,4.85
2012-05-11,4.96
2012-05-12,4.9462
2012-05-13,4.93
2012-05-14,5.0059
2012-05-15,5.035
2012-05-16,5.0887
2012-05-17,5.0998
2012-05-18,5.118
2012-05-19,5.0995
2012-05-20,5.09
2012-05-21,5.0998
2012-05-22,5.0988
2012-05-23,5.1397
2012-05-24,5.119
2012-05-25,5.1455
2012-05-26,5.1032
2012-05-27,5.139
2012-05-28,5.1358
2012-05-29,5.15
2012-05-30,5.135
2012-05-31,5.1801
2012-06-01,5.2748
2012-06-02,5.249
2012-06-03,5.2051
2012-06-04,5.266
2012-06-05,5.44
2012-06-06,5.46
2012-06-07,5.591
2012-06-08,5.633
2012-06-09,5.56
2012-06-10,5.4683
2012-06-11,5.5747
2012-06-12,5.7
2012-06-13,5.929
2012-06-14,5.9541
2012-06-15,6.5
2012-06-16,6.4
2012-06-17,6.1638
2012-06-18,6.31
2012-06-19,6.4988
2012-06-20,6.67
2012-06-21,6.6801
2012-06-22,6.5478
2012-06-23,6.4285
2012-06-24,6.35
2012-06-25,6.3048
2012-06-26,6.4195
2012-06-27,6.647
2012-06-28,6.6059
2012-06-29,6.65
2012-06-30,6.69
2012-07-01,6.629
2012-07-02,6.76
2012-07-03,6.4499
2012-07-04,6.5101
2012-07-05,6.67
2012-07-06,6.6481
2012-07-07,6.7621
2012-07-08,6.799
2012-07-09,7.0215
2012-07-10,7.1999
2012-07-11,7.15
2012-07-12,7.7644
2012-07-13,7.6651
2012-07-14,7.5421
2012-07-15,7.621
2012-07-16,8.4996
2012-07-17,8.8
2012-07-18,9.1098
2012-07-19,8.87
2012-07-20,8.52
2012-07-21,8.8455
2012-07-22,8.4096
2012-07-23,8.4457
2012-07-24,8.6
2012-07-25,8.8
2012-07-26,8.9
2012-07-27,8.9
2012-07-28,8.8881
2012-07-29,8.7103
2012-07-30,9.098
2012-07-31,9.35
2012-08-01,9.5503
2012-08-02,10.53
2012-08-03,10.97
2012-08-04,10.984
2012-08-05,10.87
2012-08-06,10.8552
2012-08-07,11.1
2012-08-08,11.0553
2012-08-09,11.0611
2012-08-10,11.3864
2012-08-11,11.5102
2012-08-12,11.624
2012-08-13,12.0375
2012-08-14,12.19
2012-08-15,13.25
2012-08-16,13.5
2012-08-17,11.5836
2012-08-18,11.61
2012-08-19,8.0
2012-08-20,10.1
2012-08-21,9.915
2012-08-22,9.8068
2012-08-23,10.1
2012-08-24,10.6
2012-08-25,10.5239
2012-08-26,10.61
2012-08-27,10.95
2012-08-28,10.94
2012-08-29,10.9169
2012-08-30,10.777
2012-08-31,10.16
2012-09-01,9.9654
2012-09-02,10.2041
2012-09-03,10.53
2012-09-04,10.3847
2012-09-05,10.9997
2012-09-06,11.181
2012-09-07,11.0
2012-09-08,11.037
2012-09-09,11.02
2012-09-10,11.17
2012-09-11,11.3308
2012-09-12,11.3649
2012-09-13,11.399
2012-09-14,11.67
2012-09-15,11.75
2012-09-16,11.87
2012-09-17,11.89
2012-09-18,12.25
2012-09-19,12.5725
2012-09-20,12.2825
2012-09-21,12.368
2012-09-22,12.2378
2012-09-23,12.1933
2012-09-24,12.1
2012-09-25,12.197
2012-09-26,12.27
2012-09-27,12.3089
2012-09-28,12.391
2012-09-29,12.3631
2012-09-30,12.4
2012-10-01,12.4
2012-10-02,12.84
2012-10-03,12.89
2012-10-04,12.85
2012-10-05,12.688
2012-10-06,12.505
2012-10-07,11.8
2012-10-08,11.7781
2012-10-09,11.895
2012-10-10,12.12
2012-10-11,12.03
2012-10-12,12.0
2012-10-13,11.861
2012-10-14,11.7389
2012-10-15,11.8381
2012-10-16,11.8499
2012-10-17,11.81
2012-10-18,11.9398
2012-10-19,11.7401
2012-10-20,11.7399
2012-10-21,11.6311
2012-10-22,11.7101
2012-10-23,11.65
2012-10-24,11.65
2012-10-25,10.8616
2012-10-26,10.1706
2012-10-27,10.2605
2012-10-28,10.7
2012-10-29,10.6
2012-10-30,10.8875
2012-10-31,11.201
2012-11-01,10.57
2012-11-02,10.4688
2012-11-03,10.6425
2012-11-04,10.8001
2012-11-05,10.748
2012-11-06,10.899
2012-11-07,10.92
2012-11-08,10.925
2012-11-09,10.815
2012-11-10,10.89
2012-11-11,10.8687
2012-11-12,11.008
2012-11-13,10.9512
2012-11-14,10.95
2012-11-15,11.1977
2012-11-16,11.7489
2012-11-17,11.7889
2012-11-18,11.6515
2012-11-19,11.7999
2012-11-20,11.7328
2012-11-21,11.77
2012-11-22,12.4219
2012-11-23,12.345
2012-11-24,12.4115
2012-11-25,12.4821
2012-11-26,12.2455
2012-11-27,12.2
2012-11-28,12.3477
2012-11-29,12.45
2012-11-30,12.565
2012-12-01,12.562
2012-12-02,12.5
2012-12-03,12.679
2012-12-04,13.41
2012-12-05,13.38
2012-12-06,13.299
2012-12-07,13.4999
2012-12-08,13.4201
2012-12-09,13.388
2012-12-10,13.4334
2012-12-11,13.557
2012-12-12,13.6989
2012-12-13,13.7001
2012-12-14,13.6
2012-12-15,13.4901
2012-12-16,13.3
2012-12-17,13.2501
2012-12-18,13.299
2012-12-19,13.599
2012-12-20,13.5246
2012-12-21,13.5
2012-12-22,13.3714
2012-12-23,13.312
2012-12-24,13.38
2012-12-25,13.35
2012-12-26,13.4679
2012-12-27,13.4217
2012-12-28,13.4212
2012-12-29,13.4
2012-12-30,13.45
2012-12-31,13.51
2013-01-01,13.3041
2013-01-02,13.28
2013-01-03,13.3979
2013-01-04,13.5
2013-01-05,13.44
2013-01-06,13.454
2013-01-07,13.5876
2013-01-08,13.7428
2013-01-09,13.77
2013-01-10,14.14
2013-01-11,14.137
2013-01-12,14.237
2013-01-13,14.116
2013-01-14,14.3
2013-01-15,14.25
2013-01-16,14.73
2013-01-17,15.5
2013-01-18,15.705
2013-01-19,15.615
2013-01-20,15.7
2013-01-21,16.8
2013-01-22,17.2614
2013-01-23,17.5
2013-01-24,16.896
2013-01-25,17.4
2013-01-26,17.88
2013-01-27,17.8182
2013-01-28,18.721
2013-01-29,19.5254
2013-01-30,19.7
2013-01-31,20.41
2013-02-01,20.499
2013-02-02,19.63
2013-02-03,20.59
2013-02-04,20.4301
2013-02-05,20.6
2013-02-06,21.18
2013-02-07,22.15
2013-02-08,22.66
2013-02-09,23.65
2013-02-10,23.9698
2013-02-11,24.65
2013-02-12,25.1698
2013-02-13,24.2
2013-02-14,27.2205
2013-02-15,27.1
2013-02-16,27.2158
2013-02-17,26.8146
2013-02-18,26.95
2013-02-19,29.4176
2013-02-20,29.645
2013-02-21,29.7477
2013-02-22,30.2454
2013-02-23,29.8
2013-02-24,29.89
2013-02-25,30.4
2013-02-26,31.1
2013-02-27,30.9012
2013-02-28,33.38
2013-03-01,34.5
2013-03-02,34.25
2013-03-03,34.5
2013-03-04,36.152
2013-03-05,40.33
2013-03-06,41.0201
2013-03-07,42.0
2013-03-08,44.18
2013-03-09,46.85
2013-03-10,46.0
2013-03-11,48.4
2013-03-12,44.2899
2013-03-13,46.92
2013-03-14,47.1696
2013-03-15,46.95
2013-03-16,47.0002
2013-03-17,47.4
2013-03-18,51.6
2013-03-19,59.14
2013-03-20,64.4888
2013-03-21,70.85
2013-03-22,69.865
2013-03-23,64.35
2013-03-24,71.5
2013-03-25,73.6
2013-03-26,78.5
2013-03-27,88.92
2013-03-28,86.18
2013-03-29,90.5
2013-03-30,92.19
2013-03-31,93.03
2013-04-01,104.0
2013-04-02,117.98
2013-04-03,135.0
2013-04-04,132.12
2013-04-05,142.3236
2013-04-06,142.6311
2013-04-07,162.301
2013-04-08,187.5
2013-04-09,230.0
2013-04-10,165.0
2013-04-11,124.9
2013-04-12,117.0
2013-04-13,93.0
2013-04-14,90.0
2013-04-15,82.386
2013-04-16,68.3557
2013-04-17,93.07
2013-04-18,109.01
2013-04-19,118.48
2013-04-20,126.6155
2013-04-21,119.2
2013-04-22,127.4
2013-04-23,143.475
2013-04-24,154.2
2013-04-25,141.71
2013-04-26,136.9
2013-04-27,128.0001
2013-04-28,134.4444
2013-04-29,134.444
2013-04-30,144.0
2013-05-01,139.0
2013-05-02,116.38
2013-05-03,106.25
2013-05-04,98.1
2013-05-05,112.9
2013-05-06,115.98
2013-05-07,112.25
2013-05-08,109.6
2013-05-09,113.2
2013-05-10,112.799
2013-05-11,117.7
2013-05-12,115.64
2013-05-13,114.82
2013-05-14,117.98
2013-05-15,111.4
2013-05-16,114.22
2013-05-17,118.21
2013-05-18,123.5
2013-05-19,123.211
2013-05-20,122.5
2013-05-21,122.02
2013-05-22,122.89
2013-05-23,123.8
2013-05-24,126.3
2013-05-25,133.1
2013-05-26,131.986
2013-05-27,133.5
2013-05-28,129.77
2013-05-29,129.0
2013-05-30,132.25
2013-05-31,128.799
2013-06-01,128.815
2013-06-02,129.3
2013-06-03,122.5
2013-06-04,120.737
2013-06-05,121.4
2013-06-06,121.9
2013-06-07,118.97
2013-06-08,111.0
2013-06-09,107.892
2013-06-10,100.437
2013-06-11,106.35
2013-06-12,109.0
2013-06-13,108.776
2013-06-14,103.949
2013-06-15,100.0
2013-06-16,99.8
2013-06-17,99.9
2013-06-18,101.95
2013-06-19,107.05
2013-06-20,108.251
2013-06-21,111.29
2013-06-22,109.5
2013-06-23,108.2
2013-06-24,107.9
2013-06-25,102.09
2013-06-26,103.329
2013-06-27,104.0
2013-06-28,101.737
2013-06-29,94.66
2013-06-30,94.999
2013-07-01,97.51
2013-07-02,88.05
2013-07-03,90.405
2013-07-04,78.89
2013-07-05,79.99
2013-07-06,68.505
2013-07-07,68.749
2013-07-08,76.5
2013-07-09,76.0
2013-07-10,76.72
2013-07-11,88.0
2013-07-12,88.979
2013-07-13,93.9899
2013-07-14,98.7
2013-07-15,93.605
2013-07-16,98.8903
2013-07-17,96.71
2013-07-18,98.5
2013-07-19,90.0689
2013-07-20,92.0
2013-07-21,89.8214
2013-07-22,91.998
2013-07-23,91.6
2013-07-24,95.5585
2013-07-25,94.505
2013-07-26,96.95
2013-07-27,96.0201
2013-07-28,94.4
2013-07-29,98.6
2013-07-30,101.489
2013-07-31,107.95
2013-08-01,106.213
2013-08-02,104.856
2013-08-03,104.501
2013-08-04,104.95
2013-08-05,105.12
2013-08-06,106.72
2013-08-07,106.75
2013-08-08,106.75
2013-08-09,103.07
2013-08-10,102.8
2013-08-11,103.0
2013-08-12,105.0
2013-08-13,106.99
2013-08-14,109.555
2013-08-15,112.562
2013-08-16,109.995
2013-08-17,108.994
2013-08-18,112.75
2013-08-19,113.38
2013-08-20,119.0
2013-08-21,121.21
2013-08-22,123.3
2013-08-23,122.0
2013-08-24,118.51
2013-08-25,119.603
2013-08-26,122.111
2013-08-27,120.07
2013-08-28,126.48
2013-08-29,122.62
2013-08-30,122.35
2013-08-31,133.09
2013-09-01,135.14
2013-09-02,138.63
2013-09-03,135.61
2013-09-04,136.53
2013-09-05,126.76
2013-09-06,126.49
2013-09-07,118.89
2013-09-08,124.13
2013-09-09,121.86
2013-09-10,127.27
2013-09-11,125.89
2013-09-12,135.55
2013-09-13,132.83
2013-09-14,135.01
2013-09-15,129.4
2013-09-16,130.86
2013-09-17,131.59
2013-09-18,131.71
2013-09-19,131.37
2013-09-20,129.7
2013-09-21,126.95
2013-09-22,127.87
2013-09-23,128.98
2013-09-24,126.05
2013-09-25,127.38
2013-09-26,128.21
2013-09-27,128.94
2013-09-28,133.77
2013-09-29,134.9
2013-09-30,137.15
2013-10-01,132.68
2013-10-02,132.05
2013-10-03,114.45
2013-10-04,123.41
2013-10-05,128.63
2013-10-06,128.36
2013-10-07,129.43
2013-10-08,126.74
2013-10-09,125.85
2013-10-10,130.67
2013-10-11,130.75
2013-10-12,130.9
2013-10-13,135.19
2013-10-14,139.27
2013-10-15,140.77
2013-10-16,145.65
2013-10-17,142.41
2013-10-18,146.37
2013-10-19,155.91
2013-10-20,171.66
2013-10-21,174.8
2013-10-22,182.65
2013-10-23,193.36
2013-10-24,214.3
2013-10-25,197.69
2013-10-26,187.45
2013-10-27,176.6
2013-10-28,196.21
2013-10-29,198.55
2013-10-30,204.39
2013-10-31,199.83
2013-11-01,203.9
2013-11-02,205.81
2013-11-03,205.99
2013-11-04,214.66
2013-11-05,229.21
2013-11-06,244.78
2013-11-07,261.68
2013-11-08,297.85
2013-11-09,338.58
2013-11-10,348.82
2013-11-11,325.41
2013-11-12,343.06
2013-11-13,360.97
2013-11-14,406.41
2013-11-15,419.41
2013-11-16,417.28
2013-11-17,440.96
2013-11-18,496.58
2013-11-19,712.76
2013-11-20,577.98
2013-11-21,594.32
2013-11-22,724.07
2013-11-23,771.7
2013-11-24,795.63
2013-11-25,773.02
2013-11-26,805.73
2013-11-27,923.85
